競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
笠松,20260825,7,2,黒,2,ジェバーダ,牝,4,黒鹿毛,20220501,Volatile,"Top Hat Tango",Graydar,東川慎,笠松,55,0-0-0-0,後藤佑,笠松,（株）ノルマンディーサラブレッドレーシング,ＳｃｏｔｔＰｉｅｒｃ,,,1-0-2-5,0-0-0-1,1-0-2-3,0-0-0-0,0-0-0-0,,,,,,,1
笠松,20260825,7,3,赤,3,ラブフォルテッシモ,牝,4,鹿毛,20220315,レイデオロ,ハイアーラヴ,"Sadler's Wells",高木健,笠松,55,0-0-1-1,伊藤強,笠松,伊藤彰敏,木村秀則,,,4-5-1-15,0-0-0-1,4-5-1-10,4-4-1-7,4-4-1-7,1:30.3,良1:30.3,,,,,1
笠松,20260825,7,4,青,4,ベールドインパクト,セン,4,鹿毛,20220217,ダノンバラード,ウェディングベール,タートルボウル,馬渕繁,笠松,57,0-0-0-0,森山英,笠松,山邉浩,岡田スタツド,,,0-3-0-15,0-0-0-0,0-0-0-2,0-0-0-0,0-0-0-0,,,,,,,1
笠松,20260825,7,5,黄,5,トーホウジェンマ,牝,6,黒鹿毛,20200323,トーホウジャッカル,トーホウキャサリン,キングズベスト,塚本征,愛知,55,0-1-2-6,藤田正,笠松,藤居正樹,竹島幸治,,,5-16-6-39,0-0-0-2,5-16-6-37,2-7-5-19,2-4-5-17,1:27.9,良1:27.9,,,,,1
笠松,20260825,7,6,緑,6,カンナリリー,牝,8,栗毛,20180321,スクリーンヒーロー,フォーエバーモア,ネオユニヴァース,阿部基,笠松,☆54,0-0-0-0,伊藤好,笠松,（有）ホースケア,追分ファーム,,,14-8-6-53,0-0-0-2,14-8-6-47,1-2-2-24,1-1-2-15,1:31.0,良1:31.0,,,,,1
笠松,20260825,7,7,橙,7,アンクロワヤブル,牡,4,鹿毛,20220316,トーセンラー,マリーアルーア,ゴールドアリュール,明星晴,笠松,57,0-0-0-0,伊藤強,笠松,吉川真ノ介,サンシャイン牧場,,,3-3-3-18,0-2-2-11,3-1-1-7,2-1-1-3,0-1-1-0,1:29.9,良1:29.9,,,,,1
笠松,20260825,7,8,桃,8,チュウワダイオウ,セン,5,青鹿毛,20210410,ルーラーシップ,チュウワプリンセス,スペシャルウィーク,松本一,笠松,57,0-0-0-0,加藤幸,笠松,中西忍,若林順一,,,3-4-2-12,0-0-0-4,3-4-2-4,3-3-2-2,3-1-2-1,1:29.8,良1:29.8,,,,,1
笠松,20260825,7,8,桃,9,マウンテンピオニー,牝,5,鹿毛,20210509,グランデッツァ,ステキナポケット,ジャングルポケット,大原浩,笠松,55,0-0-1-0,森山広,笠松,中尾勝,ヤナガワ牧場,,,7-3-5-25,0-0-0-0,7-3-5-24,7-3-5-23,4-3-4-18,1:28.9,良1:28.9,,,,,1
笠松,20260825,8,1,白,1,ユイノオトシアナ,牡,5,鹿毛,20210325,ビーチパトロール,ヒワラニ,ディープインパクト,松本一,笠松,57,0-1-0-1,伊藤強,笠松,伊勢光,畠山牧場,,,3-9-6-44,0-0-0-2,3-9-6-39,0-1-0-3,0-0-0-2,1:30.8,良1:30.8,,,,,1
笠松,20260825,8,2,黒,2,トレパーク,牝,4,鹿毛,20220304,シャンハイボビー,エイシンベティー,"Animal Kingdom",東川慎,笠松,55,1-3-4-3,後藤正,笠松,渡部賢治,浜口牧場,,,2-5-7-12,1-1-1-8,1-4-6-4,1-4-6-4,0-3-5-2,1:31.2,良1:31.2,,,,,1
笠松,20260825,8,3,赤,3,アバンチュリエ,セン,7,栗毛,20190120,モーリス,パンデイア,ディープインパクト,大原浩,笠松,57,0-1-1-4,森山英,笠松,山邉浩,ノーザンファーム,,,3-2-6-33,0-0-0-1,0-1-5-10,0-1-5-10,0-1-3-6,1:29.7,良1:29.7,,,,,1
笠松,20260825,8,4,青,4,オレンタノ,牡,6,芦毛,20200401,ケープブランコ,スノーボードロマン,スウェプトオーヴァーボード,筒井勇,笠松,57,2-3-5-14,田口輝,笠松,吉田勝利,日本中央競馬会日高育,,,7-7-15-46,0-0-1-7,7-7-14-39,7-7-14-38,7-4-6-24,1:29.3,良1:29.6,,,,,1
笠松,20260825,8,5,黄,5,キングオブワールド,牡,4,青鹿毛,20220504,トゥザワールド,エフティベス,ハービンジャー,渡邊竜,笠松,57,2-0-1-0,後藤佑,笠松,会田裕一,習志野牧場,,,3-5-8-17,0-0-0-0,3-5-8-16,2-1-1-4,1-1-0-1,1:30.1,良1:31.7,,,,,1
笠松,20260825,8,6,緑,6,カジカライズ,牡,5,青鹿毛,20210423,シルバーステート,ジプシーマイラブ,Manduro,塚本征,愛知,57,0-1-1-1,藤田正,笠松,（株）ファーストビジョン,長浜牧場,,,5-3-1-16,0-0-0-1,5-3-1-10,2-1-1-4,2-0-1-3,1:30.2,良1:30.2,,,,,1
笠松,20260825,8,7,橙,7,ジョリーメモリー,牡,5,鹿毛,20210406,リアルインパクト,プリンセスメモリー,スウェプトオーヴァーボード,馬渕繁,笠松,57,1-7-4-18,森山英,笠松,海谷幸司,谷岡牧場,,,3-12-5-33,0-0-0-0,3-12-5-31,3-12-5-29,3-7-4-22,1:29.5,良1:29.5,,,,,1
笠松,20260825,8,8,桃,8,エイシンヤタガラス,牡,4,黒鹿毛,20220411,ディーマジェスティ,エイシンノーティス,キングカメハメハ,明星晴,笠松,57,0-0-0-1,笹野博,笠松,平井克彦,曾我博,,,6-6-0-9,0-0-0-0,6-6-0-5,6-6-0-2,4-1-0-1,1:29.0,良1:29.0,,,,,1
笠松,20260825,9,1,白,1,サンセットカラー,牝,5,鹿毛,20210505,シャンハイボビー,レーヴドベティ,ロックオブジブラルタル,馬渕繁,笠松,55,1-0-1-2,森山英,笠松,山邉浩,橋本牧場,,,6-4-7-32,1-0-3-8,5-4-4-24,5-4-4-22,0-0-0-0,,,,,,,1
笠松,20260825,9,2,黒,2,ラグーン,牝,4,黒鹿毛,20220427,ミッキーアイル,オーシャンズ,サウスヴィグラス,深澤杏,笠松,◇53,1-3-2-6,栗本陽,笠松,吉田勝利,フジワラフアーム,,,4-4-5-28,0-0-1-4,4-4-4-24,2-4-3-20,0-1-1-2,1:45.5,良1:45.9,,,,,1
笠松,20260825,9,3,赤,3,ウィズフィリップ,牡,6,黒鹿毛,20200130,シルバーステート,フィオレロ,エンパイアメーカー,塚本征,愛知,58,2-0-0-0,後藤佑,笠松,山科統,杵臼牧場,,,7-3-1-25,0-0-0-5,7-3-1-20,6-2-0-7,2-0-0-1,1:44.4,良1:44.4,,,,,1
笠松,20260825,9,4,青,4,リョーマ,牡,4,栗毛,20220504,ゴールドドリーム,ファミリーソング,グラスワンダー,渡邊竜,笠松,57,5-5-2-0,伊藤強,笠松,鈴木和彦,ヒカル牧場,,,7-6-4-11,0-0-0-0,7-6-4-10,7-6-4-10,0-1-1-1,1:44.8,良1:44.8,,,,,1
笠松,20260825,9,5,黄,5,レクランスリール,牝,6,鹿毛,20200420,ドレフォン,スリールドランジュ,ゼンノロブロイ,松本一,笠松,55,1-0-0-9,伊藤好,笠松,（有）ホースケア,坂東牧場,,,6-1-5-40,0-0-0-7,6-1-5-29,4-0-2-15,0-0-0-0,,,,,,,1
笠松,20260825,9,6,緑,6,セルクルクルミ,牝,8,青鹿毛,20180316,エスケンデレヤ,ゴールドハーツ,ハーツクライ,高木健,笠松,55,0-1-2-22,川嶋弘,笠松,（有）木村牧場,沖田牧場,,,11-12-19-80,1-0-1-17,10-12-18-63,10-12-18-63,0-1-1-3,1:43.9,良1:46.1,,,,,1
笠松,20260825,9,7,橙,7,スマートテンペスト,牡,4,芦毛,20220404,スマートオーディン,スマートサクソン,ドリームジャーニー,森島貴,笠松,57,0-0-0-1,伊藤強,笠松,（同）ＪＰＮ技研,杵臼牧場,,,3-5-1-17,0-0-1-4,3-5-0-12,2-2-0-5,0-0-0-1,1:45.4,良1:45.4,,,,,1
笠松,20260825,9,8,桃,8,マイネルジュリアン,牡,6,栗毛,20200211,スクリーンヒーロー,コスモルーシー,マイネルラヴ,阿部基,笠松,☆56,0-0-0-0,加藤幸,笠松,桑田照夫,ビッグレッドファーム,,,5-7-11-28,0-0-0-0,5-7-11-26,0-0-0-1,0-0-0-0,,,,,,,1
笠松,20260825,9,8,桃,9,アンテナラスト,牝,5,黒鹿毛,20210202,キズナ,ヤマノラヴ,アグネスデジタル,大原浩,笠松,55,2-5-2-11,森山英,笠松,（有）ランドエコノミーコンサルタント,チャンピオンズファー,,,5-6-7-28,0-0-0-0,5-6-7-28,2-6-3-16,0-0-0-4,1:44.6,良1:45.9,,,,,1
笠松,20260825,10,1,白,1,コンヴェックス,牝,4,鹿毛,20220424,アドマイヤマーズ,コンケイヴ,"Colonel John",丸野勝,愛知,55,1-2-0-1,加藤幸,笠松,上山泰憲,高昭牧場,,,4-5-1-12,0-0-0-0,4-5-1-9,4-5-1-9,4-5-1-6,1:30.2,良1:30.2,,,,,1
笠松,20260825,10,2,黒,2,ヨーコマイラヴ,牝,7,黒鹿毛,20190429,トゥザグローリー,レディマハロ,フォーティナイナー,松本一,笠松,55,5-3-3-12,川嶋弘,笠松,田中良輝,室田千秋,,,13-8-6-21,0-0-0-2,13-8-6-19,13-8-6-17,12-8-5-13,1:28.4,良1:28.4,,,,,1
笠松,20260825,10,3,赤,3,ケンヴェンツェル,牡,5,鹿毛,20210517,ファインニードル,ケンアマツカゼ,マーベラスサンデー,筒井勇,笠松,57,1-0-0-0,田口輝,笠松,中西宏彰,有限会社ケンブリッジ,,,3-7-4-16,0-0-0-3,3-7-4-10,2-5-3-4,2-1-2-2,1:29.1,良1:29.1,,,出走取消,,
笠松,20260825,10,4,青,4,マルヨファーザ,牝,5,栗毛,20210405,フリオーソ,マルヨカルボマキ,ゴールドアリュール,東川慎,笠松,55,4-7-4-16,柴田高,笠松,武仲勝,鈴木武蔵,,,6-8-5-23,0-0-0-0,6-8-5-23,6-8-5-20,5-4-3-13,1:29.0,良1:29.0,,,,,1
笠松,20260825,10,5,黄,5,マリアナジャズ,牡,5,栗毛,20210428,ディスクリートキャット,カスタネット,パイロ,塚本征,愛知,57,0-0-0-4,藤田正,笠松,手嶋康雄,佐竹学,,,2-10-5-34,0-5-2-15,2-5-3-19,0-0-0-1,0-0-0-0,,,,,,,1
笠松,20260825,10,6,緑,6,シュレディンガー,牡,5,鹿毛,20210405,リアルスティール,スプレンダー,ファンタスティックライト,高木健,笠松,57,1-3-1-5,田口輝,笠松,風早信昭,奥山牧場,,,5-6-11-29,0-0-0-0,5-6-11-27,5-6-10-21,3-5-10-15,1:28.7,良1:28.7,,,,,1
笠松,20260825,10,7,橙,7,ヒルノガリシア,牡,4,鹿毛,20220514,ノーブルミッション,ヒルノケアンズ,ハーツクライ,渡邊竜,笠松,57,1-0-0-0,後藤佑,笠松,（株）ヒルノ,サカイファーム,,,4-3-3-14,0-0-0-1,4-3-3-5,4-3-3-5,3-3-3-1,1:29.7,良1:29.7,,,,,1
笠松,20260825,10,7,橙,8,サツキバラード,牝,5,芦毛,20210326,ダノンバラード,エヌティボタン,アドマイヤコジーン,明星晴,笠松,55,1-4-2-5,伊藤強,笠松,小野博郷,賀張中川牧場,,,4-8-6-23,0-0-0-0,4-8-6-20,4-8-6-20,4-6-5-13,1:30.1,良1:30.1,,,,,1
笠松,20260825,10,8,桃,9,コパノモナルカ,牝,6,栗毛,20200217,コパノリッキー,レッドビアンカ,"Hard Spun",向山牧,笠松,55,4-2-5-18,後藤正,笠松,野村和生,タガミファーム,,,7-3-5-47,0-0-0-0,7-3-5-47,4-2-5-18,3-2-3-12,1:27.6,良1:27.6,,,,,1
笠松,20260825,10,8,桃,10,ビナホイアン,牡,7,鹿毛,20190428,ホッコータルマエ,アエノアビリティー,ヨハネスブルグ,細川智,愛知,57,0-0-0-0,加藤幸,笠松,栗東総合産業（株）,プログレスファーム,,,2-5-6-37,0-1-1-3,2-4-5-34,0-1-2-3,0-1-2-2,1:30.0,良1:30.0,,,,,1
門別,20260825,1,1,白,1,イゼルトヴァルト,牝,2,芦毛,20240323,スマートファルコン,スノージュエリー,ウインバリアシオン,石川倭,北海道,55,0-1-0-1,齊藤正,北海道,杉本イムティアーズアモンド卓弥,竹中牧場,,,0-1-0-3,0-0-0-0,0-1-0-3,0-1-0-3,0-1-0-3,1:03.9,良1:03.9,,,,,1
門別,20260825,1,2,黒,2,リックグールド,牡,2,栗毛,20240310,アニマルキングダム,リックブライアン,ブライアンズタイム,黒澤愛,北海道,55,0-0-0-3,森山雄,北海道,山邉浩,荒木貴宏,,,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-3,1:06.3,良1:07.2,,,,,1
門別,20260825,1,3,赤,3,カンヒザクラ,牝,2,栗毛,20240604,タワーオブロンドン,リローズ,タートルボウル,藤田駕,北海道,☆54,0-0-0-0,川島雅,北海道,シグラップ・マネジメント（株）,田上雄二,,,0-0-0-5,0-0-0-0,0-0-0-5,0-0-0-5,0-0-0-3,1:04.2,良1:04.2,,,,,1
門別,20260825,1,4,青,4,チェックレイズ,牡,2,芦毛,20240225,マスターフェンサー,メモリアビアンカ,クロフネ,小川悠,北海道,▲52,0-0-0-1,小野望,北海道,石川貴久,ムラカミファーム,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-4,0-0-0-2,1:03.6,良1:03.6,,,,,1
門別,20260825,1,5,黄,5,サンヨウトッパコウ,牝,2,鹿毛,20240411,マクフィ,アンフルール,ジャスタウェイ,岩橋勇,北海道,55,0-0-0-1,山田和,北海道,上野孝展,阿部栄乃進,,,0-0-1-1,0-0-0-0,0-0-1-1,0-0-1-1,0-0-1-1,1:03.2,良1:03.5,,,,,1
門別,20260825,1,5,黄,6,エスペランサヘーザ,牝,2,鹿毛,20240312,ディープブリランテ,ロイヤルムーン,アドマイヤムーン,金山昇,北海道,55,0-0-0-0,柳澤好,北海道,織田洋介,中川隆,,,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-3,1:06.0,良1:06.0,,,,,1
門別,20260825,1,6,緑,7,イコロ,牝,2,青鹿毛,20240325,ニューイヤーズデイ,ティックルゴールド,ステイゴールド,小野楓,北海道,55,0-2-0-2,小野望,北海道,北村泰規,上水牧場,,,0-2-0-2,0-0-0-0,0-2-0-2,0-2-0-2,0-2-0-1,1:03.0,良1:03.0,,,,,1
門別,20260825,1,6,緑,8,ポコアポコ,牡,2,芦毛,20240506,ダンカーク,ウェットサンプ,シニスターミニスター,望月洵,北海道,55,0-0-0-0,小国博,北海道,牧野聖子,徳本幸雄,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-1,1:03.7,,,,,,1
門別,20260825,1,7,橙,9,ヘルエッジロード,牡,2,鹿毛,20240516,マテラスカイ,アリアプーラ,"Flying Spur",阿部龍,北海道,55,0-0-0-1,佐久雅,北海道,一村哲也,ガーベラパークスタツ,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-1,1:03.4,,,,,,1
門別,20260825,1,7,橙,10,ブルームスター,牝,2,鹿毛,20240508,ミスチヴィアスアレックス,ケージーサクランボ,キングカメハメハ,服部茂,北海道,55,0-0-0-0,佐々国,北海道,岩崎僖澄,松木加代,,,0-0-1-0,0-0-0-0,0-0-1-0,0-0-1-0,0-0-0-0,,,,,,,1
門別,20260825,1,8,桃,11,サザンザバロン,牡,2,黒鹿毛,20240417,サンライズノヴァ,ユリシスフライ,ジャングルポケット,落合玄,北海道,55,0-0-0-0,川島洋,北海道,村山忠弘,有限会社松田牧場,,,0-1-0-5,0-0-0-0,0-1-0-5,0-1-0-5,0-1-0-4,1:02.5,良1:03.3,,,,,1
門別,20260825,1,8,桃,12,クラエンデバー,牝,2,鹿毛,20240327,エピカリス,クラミネルヴァ,フサイチコンコルド,宮内勇,北海道,55,0-0-0-1,松本隆,北海道,倉見利弘,倉見牧場,,,0-1-0-1,0-0-0-0,0-1-0-1,0-1-0-1,0-1-0-0,1:04.3,良1:04.3,,,,,1
門別,20260825,2,1,白,1,ピーヴイビクトリア,牝,2,鹿毛,20240330,バゴ,ミッキーマンドリン,ロードカナロア,宮内勇,北海道,55,0-0-0-0,川島洋,北海道,下川欣一,藤川フアーム,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-0,,,,,,,1
門別,20260825,2,2,黒,2,バイノバイノバイ,牝,2,青鹿毛,20240217,ミッキーロケット,ダノンアモーレ,ディープインパクト,金山昇,北海道,55,0-0-0-0,森山雄,北海道,（株）吉永ファーム,三好牧場,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-2,1:05.7,良1:05.7,,,,,1
門別,20260825,2,3,赤,3,コイスルキモチ,牝,2,黒鹿毛,20240217,ケイティブレイブ,ジュエルヨコハマ,メイショウサムソン,黒澤愛,北海道,55,0-0-0-1,沼澤英,北海道,谷祐介,ホースガーデンしらお,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-1,1:05.1,良1:05.1,,,,,1
門別,20260825,2,4,青,4,アイルドフルール,牝,2,鹿毛,20240511,ミッキーアイル,セトノミッシー,ゴールドアリュール,藤田駕,北海道,☆54,0-0-0-0,小野望,北海道,多田信尊,滝本健二,,,0-0-0-4,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,2,5,黄,5,トーケンジンフィズ,牝,2,鹿毛,20240211,ホッコータルマエ,ルナブランカ,クロフネ,岩橋勇,北海道,55,0-0-0-0,佐々国,北海道,トーケンサービス（株）,グローリーファーム,,,0-0-1-0,0-0-0-0,0-0-1-0,0-0-1-0,0-0-1-0,1:03.3,良1:03.3,,,,,1
門別,20260825,2,5,黄,6,イイヒタビダチ,牡,2,鹿毛,20240417,インディチャンプ,ラサンバ,Orientate,落合玄,北海道,55,0-0-0-0,村上正,北海道,中西功,守矢牧場,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-4,0-0-0-2,1:03.3,良1:03.3,,,,,1
門別,20260825,2,6,緑,7,シレテヴェンティ,牡,2,栗毛,20240319,ルヴァンスレーヴ,ミガット,マンハッタンカフェ,小川悠,北海道,▲52,0-0-0-2,川島雅,北海道,ＫＡＪＩＭＯＴＯＨＤ（株）,田端牧場,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-0,,,,,,,1
門別,20260825,2,6,緑,8,フォンミー,牝,2,鹿毛,20240413,チュウワウィザード,ゴッドバンブルビー,ヘニーヒューズ,石川倭,北海道,55,0-0-0-2,米川昇,北海道,森永聡,森永聡,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-4,0-0-0-4,1:03.5,良1:03.5,,,,,1
門別,20260825,2,7,橙,9,ベストスカイ,牝,2,鹿毛,20240331,エスポワールシチー,ミスティコンクエスト,Mujadil,小野楓,北海道,55,0-1-0-2,小野望,北海道,（株）オールベスト,多田善弘,,,0-1-0-2,0-0-0-0,0-1-0-2,0-1-0-2,0-1-0-1,1:02.6,,,,,,1
門別,20260825,2,7,橙,10,スダレ,牡,2,芦毛,20240322,トゥザワールド,ホワイトシスネ,ロージズインメイ,桑村真,北海道,55,0-1-0-1,齊藤正,北海道,（有）龍光,長浜忠,,,0-1-0-3,0-0-0-0,0-1-0-3,0-1-0-3,0-1-0-2,1:02.9,良1:02.9,,,,,1
門別,20260825,2,8,桃,11,ツムギノワンワン,牝,2,黒鹿毛,20240325,バンドワゴン,ユニヴァースパール,ネオユニヴァース,松井伸,北海道,55,0-0-0-1,柳澤好,北海道,成富直行,若林順一,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-4,0-0-0-4,1:04.1,良1:04.1,,,,,1
門別,20260825,2,8,桃,12,カゾクノアイ,牝,2,鹿毛,20240323,イスラボニータ,アトレヴィード,ルーラーシップ,亀井洋,北海道,55,0-0-0-1,小国博,北海道,澤風哉,高村牧場,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-2,1:05.4,良1:05.4,,,,,1
門別,20260825,3,1,白,1,マルホ,牝,2,鹿毛,20240329,ヴァンゴッホ,ダリナー,Shamardal,岩橋勇,北海道,55,0-0-0-0,田中淳,北海道,和田博美,オカモトファーム,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-1,1:11.5,,,,,,1
門別,20260825,3,2,黒,2,ブルーアルバム,牝,2,芦毛,20240427,ダノンレジェンド,キセキノハナ,ネオユニヴァース,藤田駕,北海道,☆54,0-1-0-2,佐々国,北海道,（有）新生ファーム,宮内牧場,,,0-1-0-3,0-0-0-0,0-1-0-3,0-1-0-3,0-0-0-0,,,,,,,1
門別,20260825,3,3,赤,3,ブエナポストゥーラ,牝,2,鹿毛,20240410,エフフォーリア,ベラポーサ,Tapit,望月洵,北海道,55,0-0-0-0,田中淳,北海道,吉田正志,追分ファーム,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-2,1:10.1,良1:10.2,,,,,1
門別,20260825,3,4,青,4,ドリームパラダイス,牝,2,黒鹿毛,20240324,リオンディーズ,ウイングパラダイス,メイショウサムソン,阿部龍,北海道,55,0-0-0-0,齊藤正,北海道,沖田方子,沖田牧場,,,0-0-1-3,0-0-0-0,0-0-1-3,0-0-1-3,0-0-0-1,1:11.5,,,,,,1
門別,20260825,3,5,黄,5,ラヴィアール,牝,2,鹿毛,20240307,シュヴァルグラン,ハルトリーゲル,ファスリエフ,桑村真,北海道,55,0-0-0-0,櫻井拓,北海道,太田雅貴,シンカンファーム,,,0-1-1-6,0-0-0-0,0-1-1-6,0-1-1-6,0-1-0-5,1:10.3,良1:10.3,,,,,1
門別,20260825,3,5,黄,6,ダスティミラー,牝,2,芦毛,20240209,ルヴァンスレーヴ,エレガンスルブラ,キングカメハメハ,小野楓,北海道,55,0-1-0-3,小野望,北海道,（株）マフィン,藤本ファーム,,,0-1-0-3,0-0-0-0,0-1-0-3,0-1-0-3,0-0-0-0,,,,,,,1
門別,20260825,3,6,緑,7,パーフェクトナイト,牝,2,栗毛,20240408,カレンブラックヒル,エイシンヴィーヴォ,サウスヴィグラス,亀井洋,北海道,55,0-0-1-0,佐々国,北海道,日吉純一,高岸順一,,,0-0-2-0,0-0-0-0,0-0-2-0,0-0-2-0,0-0-0-0,,,,,,,1
門別,20260825,3,6,緑,8,ウィルスパングル,牝,2,黒鹿毛,20240422,ウィルテイクチャージ,スパンコール,ダイワメジャー,石川倭,北海道,55,0-0-0-0,小国博,北海道,前田良平,ヤスナカファーム,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-4,0-0-0-3,1:10.8,良1:11.0,,,,,1
門別,20260825,3,7,橙,9,フォーエバーエデン,牝,2,鹿毛,20240323,フォーウィールドライブ,キーエデン,バトルプラン,服部茂,北海道,55,0-0-0-3,松本隆,北海道,吉本亮,元茂修一,,,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-2,1:10.3,良1:10.3,,,,,1
門別,20260825,3,7,橙,10,ヴィーナスマインド,牝,2,黒鹿毛,20240508,ホッコータルマエ,デア,ディープインパクト,落合玄,北海道,55,0-0-0-0,村上正,北海道,蔀英二,カナイシスタッド,,,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-0,,,,,,,1
門別,20260825,3,8,桃,11,サンヨウイニシャル,牝,2,栗毛,20240324,インカンテーション,ピーチファービー,ハードスパン,松井伸,北海道,55,0-0-0-2,山田和,北海道,上野孝展,富田恭司,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-2,1:11.2,良1:11.2,,,,,1
門別,20260825,3,8,桃,12,リヴァモアザン,牝,2,黒鹿毛,20240201,ハタノヴァンクール,ブレイクフリー,ヴァーミリアン,黒澤愛,北海道,55,0-0-0-1,森山雄,北海道,渋谷健作,新生ファーム,,,0-1-1-1,0-0-0-0,0-1-1-1,0-1-1-1,0-1-1-1,1:09.4,良1:09.4,,,,,1
門別,20260825,4,1,白,1,アオフガーベ,牡,2,黒鹿毛,20240304,ホッコータルマエ,ドゥエルメス,スマートファルコン,桑村真,北海道,55,0-1-0-0,角川秀,北海道,（株）ＧＥＴＮＥＸＴ,ディアレストクラブ,,,0-1-0-2,0-0-0-0,0-1-0-2,0-1-0-2,0-1-0-0,1:10.1,良1:10.1,,,,,1
門別,20260825,4,2,黒,2,モーニングヒカル,牡,2,栗毛,20240323,オルフェーヴル,オヴァンボクイーン,Kalatos,宮内勇,北海道,55,0-0-0-4,川島洋,北海道,今朝光,社台ファーム,,,0-0-0-7,0-0-0-0,0-0-0-7,0-0-0-7,0-0-0-2,1:12.0,良1:12.9,,,,,1
門別,20260825,4,3,赤,3,マホウ,牝,2,鹿毛,20240426,バンドワゴン,サクラステラーノ,サクラプレジデント,小野楓,北海道,55,0-0-0-1,小野望,北海道,下川欣一,谷岡牧場,,,0-1-0-3,0-0-0-0,0-1-0-3,0-1-0-3,0-1-0-2,1:09.0,良1:10.1,,,,,1
門別,20260825,4,4,青,4,エムティアドニス,牡,2,黒鹿毛,20240402,サイモンラムセス,ミユキアフロディテ,ベルシャザール,服部茂,北海道,55,0-0-0-1,田中淳,北海道,（株）門別牧場,白瀬盛雄,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-0,,,,,,,1
門別,20260825,4,5,黄,5,リュウノソイジャー,牡,2,鹿毛,20240328,アルアイン,レッドエレンシア,ジャングルポケット,藤田駕,北海道,☆54,0-0-0-0,山田和,北海道,蓑島竜一,信岡牧場,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-4,0-0-0-2,1:10.0,良1:10.0,,,,,1
門別,20260825,4,6,緑,6,デンノウガール,牝,2,鹿毛,20240310,サンダースノー,ムスターヴェルク,ハーツクライ,石川倭,北海道,55,0-1-1-0,小国博,北海道,兼松康太,ヤスナカファーム,,,0-2-1-2,0-0-0-0,0-2-1-2,0-2-1-2,0-2-1-1,1:09.2,良1:09.4,,,,,1
門別,20260825,4,7,橙,7,タッタータ,牝,2,黒鹿毛,20240320,ビーチパトロール,アルジェンタータ,ハーツクライ,亀井洋,北海道,55,0-0-0-1,佐々国,北海道,岡田壮史,岡田スタツド,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-0,,,,,,,1
門別,20260825,4,7,橙,8,ヤングゼネラル,牡,2,栗毛,20240405,ケイティブレイブ,ナイスゴールド,サウスヴィグラス,望月洵,北海道,55,0-0-0-0,齊藤正,北海道,大栗芳一,細川牧場,,,0-0-0-7,0-0-0-0,0-0-0-7,0-0-0-7,0-0-0-2,1:11.3,良1:11.5,,,,,1
門別,20260825,4,8,桃,9,ダリサス,牡,2,鹿毛,20240325,アルアイン,チビラーサン,ケープブランコ,松井伸,北海道,55,0-0-0-1,川島雅,北海道,ＫＡＪＩＭＯＴＯＨＤ（株）,タイヘイ牧場,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-2,0-0-0-0,,,,,,,1
門別,20260825,4,8,桃,10,ベラジオファイト,牡,2,鹿毛,20240409,ニューイヤーズデイ,スイートガーデン,ブラックタイド,落合玄,北海道,55,0-0-0-2,田中淳,北海道,ベラジオコーポレーション（株）,有限会社大作ステーブ,,,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-1,1:10.7,良1:10.7,,,,,1
